"Game:"
"make an egg","MAKE_EGG","PASS",""
"make eggs","MAKE_EGG","FAIL","Found command: ""make eggs"" >> ERROR >>> Found command: ""yes"" >> Intent not understood."
"make soup","MAKE_SOUP","PASS",""
"create soup","MAKE_SOUP","FAIL","Found command: ""create soup"" >> Intent not understood. >>> Found command: ""yes"" >> Intent not understood."
"produce soup","MAKE_SOUP","FAIL","Found command: ""produce soup"" >> Intent not understood. >>> Found command: ""yes"" >> Intent not understood."
"cook egg","MAKE_EGG","FAIL","Found command: ""cook egg"" >> Intent not understood. >>> Found command: ""yes"" >> Intent not understood."
"make omelette","MAKE_EGG","FAIL","Found command: ""make omelette"" >> ERROR >>> Found command: ""yes"" >> Intent not understood."
"make something liquid","MAKE_SOUP","FAIL","Found command: ""make something liquid"" >> Intent not understood. >> Did you mean, ""make self""? (yes/no) >>>  >> ERROR"
"boil egg","BOIL_EGG","PASS",""
"heat egg","BOIL_EGG","FAIL","Found command: ""heat egg"" >> MAKE_EGG >>> Found command: ""yes"" >> Intent not understood."
"boil soup with cooker","BOIL_SOUP_COOKER","PASS",""
"boil soup with boiler","BOIL_SOUP_COOKER","FAIL","Found command: ""boil soup with boiler"" >> You cannot boil with that. Ignoring... >> BOIL_SOUP >>> Found command: ""yes"" >> Intent not understood."
"boil soup with stove","BOIL_SOUP_COOKER","FAIL","Found command: ""boil soup with stove"" >> You cannot boil with that. Ignoring... >> BOIL_SOUP >>> Found command: ""yes"" >> Intent not understood."
"heat pottage with stove","BOIL_SOUP_COOKER","FAIL","Found command: ""heat pottage with stove"" >> ERROR >>> Found command: ""yes"" >> Intent not understood."
"stir soup","STIR_SOUP","PASS",""
"mix soup","STIR_SOUP","FAIL","Found command: ""mix soup"" >> MAKE_SOUP >>> Found command: ""yes"" >> Intent not understood."
"blend soup","STIR_SOUP","FAIL","Found command: ""blend soup"" >> MAKE_SOUP >>> Found command: ""yes"" >> Intent not understood."
"stir chowder","STIR_SOUP","FAIL","Found command: ""stir chowder"" >> STIR >>> Found command: ""yes"" >> Intent not understood."
"stir pottage","STIR_SOUP","FAIL","Found command: ""stir pottage"" >> STIR >>> Found command: ""yes"" >> Intent not understood."
"stir soup with spoon","STIR_SOUP_SPOON","PASS",""
"stir soup with cutlery","STIR_SOUP_SPOON","FAIL","Found command: ""stir soup with cutlery"" >> You cannot stir with that. Ignoring... >> STIR_SOUP >>> Found command: ""yes"" >> Intent not understood."
"stir soup with utensil","STIR_SOUP_SPOON","FAIL","Found command: ""stir soup with utensil"" >> You cannot stir with that. Ignoring... >> STIR_SOUP >>> Found command: ""yes"" >> Intent not understood."
"stir soup with tablespoon","STIR_SOUP_SPOON","FAIL","Found command: ""stir soup with tablespoon"" >> You cannot stir with that. Ignoring... >> STIR_SOUP >>> Found command: ""yes"" >> Intent not understood."
"stir soup with teaspoon","STIR_SOUP_SPOON","FAIL","Found command: ""stir soup with teaspoon"" >> You cannot stir with that. Ignoring... >> STIR_SOUP >>> Found command: ""yes"" >> Intent not understood."
"stir soup with soupspoon","STIR_SOUP_SPOON","FAIL","Found command: ""stir soup with soupspoon"" >> You cannot stir with that. Ignoring... >> STIR_SOUP >>> Found command: ""yes"" >> Intent not understood."
"blend chowder using soupspoon","STIR_SOUP_SPOON","FAIL","Found command: ""blend chowder using soupspoon"" >> ERROR >>> Found command: ""yes"" >> Intent not understood."
"pour buttermilk","POUR_MILK","FAIL","Found command: ""pour buttermilk"" >> POUR >>> Found command: ""yes"" >> Intent not understood."
"discharge milk","POUR_MILK","FAIL","Found command: ""discharge milk"" >> MAKE_MILK >>> Found command: ""yes"" >> Intent not understood."
"present eggs","SERVE_EGG","FAIL","Found command: ""present eggs"" >> Intent not understood. >> Did you mean, ""make""? (yes/no) >>>  >> ERROR"
"deliver soup","SERVE_SOUP","FAIL","Found command: ""deliver soup"" >> Intent not understood. >>> Found command: ""yes"" >> Intent not understood."
"Time per test","11.467 ms"
"Score:","20.00%"
""
""
"Final Results:"
"Time per test","6.590 ms"
"Score:","37.35%"
