"Game:"
"mix soup","STIR_SOUP","FAIL","Found command: ""mix soup"" >> Intent not understood. >>> Found command: ""yes"" >> Intent not understood."
"blend soup","STIR_SOUP","FAIL","Found command: ""blend soup"" >> Intent not understood. >>> Found command: ""yes"" >> Intent not understood."
"stir chowder","STIR_SOUP","PASS",""
"stir pottage","STIR_SOUP","PASS",""
"stir soup with spoon","STIR_SOUP_SPOON","PASS",""
"stir soup with cutlery","STIR_SOUP_SPOON","PASS",""
"stir soup with utensil","STIR_SOUP_SPOON","FAIL","Found command: ""stir soup with utensil"" >> STIR_SOUP >>> Found command: ""yes"" >> Intent not understood."
"stir soup with tablespoon","STIR_SOUP_SPOON","PASS",""
"stir soup with teaspoon","STIR_SOUP_SPOON","PASS",""
"stir soup with soupspoon","STIR_SOUP_SPOON","PASS",""
"blend chowder using soupspoon","STIR_SOUP_SPOON","FAIL","Found command: ""blend chowder using soupspoon"" >> What do you want to use the soup for? >>> Found command: ""yes"" >> Intent not understood."
"pour buttermilk","POUR_MILK","PASS",""
"discharge milk","POUR_MILK","FAIL","Found command: ""discharge milk"" >> Intent not understood. >> Did you mean, ""serve milk""? (yes/no) >>>  >> SERVE_MILK"
"present eggs","SERVE_EGG","FAIL","Found command: ""present eggs"" >> Intent not understood. >>> Found command: ""yes"" >> Intent not understood."
"deliver soup","SERVE_SOUP","PASS",""
"Time per test","7.267 ms"
"Score:","66.67%"
""
""
"Final Results:"
"Time per test","7.904 ms"
"Score:","66.27%"
